ID;Departamento;Provincia;Distrito;Localidad;Mesa;Peru Libre;Fuerza Popular;Total Validos;Voto Blanco;Voto Nulo;Voto Impugnado;Total Votos;Electores Habiles
122;CAJAMARCA;CHOTA;TACABAMBA;IE 10460 LA PUCARA;900901;186;3;189;3;2;0;194;278
123;CAJAMARCA;CHOTA;TACABAMBA;IE 10460 LA PUCARA;900902;192;2;194;0;6;0;200;278
124;CAJAMARCA;CHOTA;TACABAMBA;IE 10460 LA PUCARA;900903;170;0;170;1;0;0;171;277
125;CAJAMARCA;CHOTA;TACABAMBA;IE 10460 LA PUCARA;900904;200;0;200;0;2;0;202;277
126;CAJAMARCA;CHOTA;TACABAMBA;IE VICTOR ANTONIO HERRERA DELGADO;012243;243;0;243;0;3;0;246;300
127;CAJAMARCA;CHOTA;TACABAMBA;IE VICTOR ANTONIO HERRERA DELGADO;012245;208;0;208;0;0;0;208;300
128;CAJAMARCA;CHOTA;TACABAMBA;IE VICTOR ANTONIO HERRERA DELGADO;012248;196;3;199;0;2;0;201;300
129;CAJAMARCA;CUTERVO;SAN ANDRES DE CUTERVO;CEBA - JOSE CARLOS MARIATEGUI;011814;187;2;189;0;38;0;227;300
130;CAJAMARCA;HUALGAYOC;BAMBAMARCA;IE 82661 NUESTRA SEÑORA DE LOURDES PRIMARIA;012293;183;2;185;2;5;0;192;300
131;CAJAMARCA;HUALGAYOC;BAMBAMARCA;IE 82664 BAMBAMARCA;012370;202;2;204;0;26;0;230;300
132;CAJAMARCA;HUALGAYOC;BAMBAMARCA;IE 83010 MARIO GUSTAVO ZARATE VARGAS;012399;173;3;176;1;26;0;203;300
133;CAJAMARCA;HUALGAYOC;BAMBAMARCA;IE NUESTRA SEÑORA DE LOURDES;012363;185;2;187;1;14;0;202;300
134;CAJAMARCA;HUALGAYOC;BAMBAMARCA;IE NUESTRA SEÑORA DE LOURDES;012368;168;2;170;0;41;0;211;300
135;CAJAMARCA;HUALGAYOC;BAMBAMARCA;IE VICTOR RAUL HAYA DE LA TORRE;012424;251;0;251;0;0;0;251;300
136;CAJAMARCA;HUALGAYOC;BAMBAMARCA;IEI 390 NUESTRA SEÑORA DE LOURDES;012345;167;3;170;0;27;0;197;300
137;CAJAMARCA;HUALGAYOC;BAMBAMARCA;IESP BAMBAMARCA;012448;186;2;188;1;22;0;211;300
138;CAJAMARCA;HUALGAYOC;HUALGAYOC;IE ANDRÉS AVELINO CÁCERES;012499;81;0;81;0;1;0;82;89
139;CAJAMARCA;JAEN;JAEN;IE. JAEN BRACAMOROS;012671;0;0;0;0;205;0;205;300
140;CAJAMARCA;JAEN;JAEN;SAN AGUSTIN;012779;0;0;0;0;228;0;228;300
141;CAJAMARCA;JAEN;SALLIQUE;IESM SAN JUAN;012910;128;2;130;0;2;0;132;279
142;CAJAMARCA;SAN IGNACIO;HUARANGO;ESTADIO MUNICIPAL;013376;187;0;187;0;0;0;187;300
143;CAJAMARCA;SAN IGNACIO;TABACONAS;16535;013551;59;2;61;0;0;0;61;77
144;CAJAMARCA;SAN IGNACIO;TABACONAS;IE 16543 LEONCIO PRADO;901046;203;3;206;0;28;0;234;289
145;CAJAMARCA;SAN MARCOS;JOSE SABOGAL;821353;013650;24;2;26;0;0;0;26;179
146;CAJAMARCA;SAN MARCOS;JOSE SABOGAL;IE 82248;013642;0;0;0;0;148;0;148;300
147;CALLAO;CALLAO;BELLAVISTA;COMPLEJO DEPORTIVO SEÑOR DE LOS MILAGROS;077402;0;0;0;0;234;0;234;300
148;CALLAO;CALLAO;CALLAO;IE 5095 JULIO RAMON RIBEYRO;076758;0;0;0;0;264;0;264;300
149;CALLAO;CALLAO;CALLAO;LOSA DEPORTIVA LOS OLIMPICOS;076322;0;0;0;0;244;0;244;300
150;CALLAO;CALLAO;CALLAO;LOSA DEPORTIVA LOS OLIMPICOS;076449;0;0;0;0;294;0;294;300
151;CALLAO;CALLAO;LA PERLA;ESTADIO CAMPOLO ALCALDE;077625;0;0;0;0;233;0;233;300
152;CALLAO;CALLAO;MI PERU;5119 VILLA EMILIA;078579;0;0;0;0;244;0;244;300
153;CALLAO;CALLAO;MI PERU;IE 33 FE Y ALEGRIA;078613;0;0;0;0;256;0;256;300
154;CUSCO;ACOMAYO;ACOPIA;IE 56374;901103;121;3;124;2;4;0;130;155
155;CUSCO;ACOMAYO;MOSOC LLACTA;IE INTEGRADO DANIEL ESTRADA PEREZ;014981;173;2;175;0;2;0;177;226
156;CUSCO;ACOMAYO;POMACANCHI;IE 50056 TUPAC AMARU;014948;192;2;194;0;0;0;194;287
157;CUSCO;CALCA;LARES;IE CESAR VALLEJO;015246;189;2;191;2;4;0;197;288
158;CUSCO;CALCA;PISAC;IE 50178 MIXTO BERNARDO TAMBOHUACSO;015260;222;2;224;0;27;0;251;300
